time,latitude,longitude,elevation,year,month,day,dif_time,distance,cum_time,cum_distance,speed
2023-03-29 21:40:53+00:00,6.23902,-75.59913833,1541.7,2023,3,29,2.0,10.91,2341.986,10756.209999999995,5.455
2023-03-29 21:40:57+00:00,6.23902333,-75.59923833,1540.3,2023,3,29,4.0,11.06,2345.986,10767.269999999995,2.765
2023-03-29 21:42:00+00:00,6.23903333,-75.59935333,1541.6,2023,3,29,3.0,12.76,2348.986,10780.029999999995,4.253333333333333
2023-03-29 21:42:03+00:00,6.23902,-75.59946333,1540.9,2023,3,29,3.0,12.25,2351.986,10792.279999999995,4.083333333333333
2023-03-29 21:42:05+00:00,6.23901167,-75.59956667,1541.0,2023,3,29,2.0,11.46,2353.986,10803.739999999994,5.73
2023-03-29 21:42:07+00:00,6.23901,-75.59967,1540.4,2023,3,29,2.0,11.42,2355.986,10815.159999999994,5.71
2023-03-29 21:42:09+00:00,6.238995,-75.59979,1540.8,2023,3,29,2.0,13.37,2357.986,10828.529999999995,6.685
2023-03-29 21:42:12+00:00,6.23898667,-75.599905,1540.8,2023,3,29,3.0,12.75,2360.986,10841.279999999995,4.25
2023-03-29 21:42:26+00:00,6.23900833,-75.600015,1540.4,2023,3,29,14.0,12.4,2374.986,10853.679999999995,0.8857142857142858
2023-03-29 21:42:29+00:00,6.23900167,-75.60014833,1538.0,2023,3,29,3.0,14.76,2377.986,10868.439999999995,4.92
2023-03-29 21:42:33+00:00,6.23905333,-75.60024,1535.7,2023,3,29,4.0,11.65,2381.986,10880.089999999995,2.9125
2023-03-29 21:42:36+00:00,6.23916667,-75.60024333,1534.9,2023,3,29,3.0,12.61,2384.986,10892.699999999995,4.203333333333333
2023-03-29 21:42:39+00:00,6.23928667,-75.60026,1527.3,2023,3,29,3.0,13.47,2387.986,10906.169999999995,4.49
2023-03-29 21:42:42+00:00,6.23939,-75.60022833,1525.6,2023,3,29,3.0,12.01,2390.986,10918.179999999995,4.003333333333333
2023-03-29 21:42:46+00:00,6.23942833,-75.60012333,1527.4,2023,3,29,4.0,12.36,2394.986,10930.539999999995,3.09
2023-03-29 21:42:49+00:00,6.23946667,-75.60002,1527.8,2023,3,29,3.0,12.19,2397.986,10942.729999999996,4.0633333333333335
2023-03-29 21:42:51+00:00,6.23948,-75.599905,1528.1,2023,3,29,2.0,12.8,2399.986,10955.529999999995,6.4
2023-03-29 21:42:53+00:00,6.23947833,-75.59979833,1527.9,2023,3,29,2.0,11.79,2401.986,10967.319999999996,5.895
2023-03-29 21:42:56+00:00,6.23946333,-75.59968667,1527.6,2023,3,29,3.0,12.45,2404.986,10979.769999999997,4.1499999999999995
2023-03-29 21:43:02+00:00,6.23948,-75.599595,1527.5,2023,3,29,6.0,10.3,2410.986,10990.069999999996,1.7166666666666668
2023-03-29 21:43:18+00:00,6.239405,-75.59951667,1527.5,2023,3,29,16.0,12.02,2426.986,11002.089999999997,0.75125
2023-03-29 21:43:30+00:00,6.23932333,-75.59947167,1527.7,2023,3,29,12.0,10.35,2438.986,11012.439999999997,0.8624999999999999
2023-03-29 22:16:20.298000+00:00,6.23941333,-75.59969667,1497.9,2023,3,29,50.298,26.81,2489.2839999999997,11039.249999999996,0.5330231818362559
2023-03-29 22:16:31+00:00,6.23932333,-75.59972,1501.7,2023,3,29,10.702,10.33,2499.986,11049.579999999996,0.9652401420295272
2023-03-29 22:16:33+00:00,6.23934,-75.59984,1501.8,2023,3,29,2.0,13.39,2501.986,11062.969999999996,6.695
2023-03-29 22:16:35+00:00,6.23933333,-75.59994833,1501.8,2023,3,29,2.0,12.0,2503.986,11074.969999999996,6.0
2023-03-29 22:16:38+00:00,6.239345,-75.60007833,1501.8,2023,3,29,3.0,14.43,2506.986,11089.399999999996,4.81
2023-03-29 22:16:42+00:00,6.239355,-75.60018333,1501.8,2023,3,29,4.0,11.66,2510.986,11101.059999999996,2.915
2023-03-29 22:16:54+00:00,6.23936167,-75.60027667,1502.0,2023,3,29,12.0,10.34,2522.986,11111.399999999996,0.8616666666666667
2023-03-29 22:17:46+00:00,6.23924667,-75.600315,1507.6,2023,3,29,52.0,13.47,2574.986,11124.869999999995,0.25903846153846155
2023-03-29 22:17:48+00:00,6.23915,-75.60030333,1507.8,2023,3,29,2.0,10.83,2576.986,11135.699999999995,5.415
2023-03-29 22:17:50+00:00,6.239065,-75.60033667,1508.1,2023,3,29,2.0,10.14,2578.986,11145.839999999995,5.07
2023-03-29 22:17:52+00:00,6.23902,-75.60042333,1508.7,2023,3,29,2.0,10.81,2580.986,11156.649999999994,5.405
2023-03-29 22:17:54+00:00,6.23899667,-75.60053,1509.8,2023,3,29,2.0,12.07,2582.986,11168.719999999994,6.035
2023-03-29 22:17:56+00:00,6.238965,-75.60067667,1512.7,2023,3,29,2.0,16.59,2584.986,11185.309999999994,8.295
2023-03-29 22:17:57+00:00,6.23894833,-75.60076667,1513.5,2023,3,29,1.0,10.12,2585.986,11195.429999999995,10.12
2023-03-29 22:17:59+00:00,6.23891833,-75.60090667,1516.8,2023,3,29,2.0,15.83,2587.986,11211.259999999995,7.915
2023-03-29 22:18:01+00:00,6.23890833,-75.60103,1518.6,2023,3,29,2.0,13.68,2589.986,11224.939999999995,6.84
2023-03-29 22:18:03+00:00,6.23890667,-75.60113,1521.4,2023,3,29,2.0,11.06,2591.986,11235.999999999995,5.53
2023-03-29 22:18:06+00:00,6.2389,-75.60124167,1525.6,2023,3,29,3.0,12.37,2594.986,11248.369999999995,4.123333333333333
2023-03-29 22:18:09+00:00,6.23891,-75.60134167,1528.6,2023,3,29,3.0,11.11,2597.986,11259.479999999996,3.703333333333333
2023-03-29 22:18:12+00:00,6.238915,-75.60143833,1532.4,2023,3,29,3.0,10.7,2600.986,11270.179999999997,3.5666666666666664
2023-03-29 22:18:33+00:00,6.23891333,-75.60153167,1538.3,2023,3,29,21.0,10.32,2621.986,11280.499999999996,0.49142857142857144
2023-03-29 22:18:36+00:00,6.238905,-75.60166167,1538.7,2023,3,29,3.0,14.4,2624.986,11294.899999999996,4.8
2023-03-29 22:18:39+00:00,6.23889667,-75.60178167,1539.1,2023,3,29,3.0,13.3,2627.986,11308.199999999995,4.433333333333334
2023-03-29 22:19:37+00:00,6.23889167,-75.60189333,1543.4,2023,3,29,58.0,12.36,2685.986,11320.559999999996,0.21310344827586206
2023-03-29 22:19:41+00:00,6.238885,-75.60199167,1544.6,2023,3,29,4.0,10.9,2689.986,11331.459999999995,2.725
2023-03-29 22:20:21+00:00,6.23886833,-75.60212667,1544.0,2023,3,29,40.0,15.04,2729.986,11346.499999999996,0.376
2023-03-29 22:20:24+00:00,6.23887667,-75.60223833,1545.0,2023,3,29,3.0,12.38,2732.986,11358.879999999996,4.126666666666667
2023-03-29 22:20:28+00:00,6.23886667,-75.60233333,1543.2,2023,3,29,4.0,10.56,2736.986,11369.439999999995,2.64
2023-03-29 22:21:03+00:00,6.23886667,-75.60244667,1543.0,2023,3,29,35.0,12.53,2771.986,11381.969999999996,0.358
2023-03-29 22:21:06+00:00,6.238875,-75.60258833,1543.7,2023,3,29,3.0,15.69,2774.986,11397.659999999996,5.2299999999999995
2023-03-29 22:21:08+00:00,6.23890833,-75.60269167,1544.5,2023,3,29,2.0,12.01,2776.986,11409.669999999996,6.005
2023-03-29 22:21:10+00:00,6.23896833,-75.60278333,1545.4,2023,3,29,2.0,12.13,2778.986,11421.799999999996,6.065
2023-03-29 22:21:12+00:00,6.23903,-75.60287833,1546.5,2023,3,29,2.0,12.54,2780.986,11434.339999999997,6.27
2023-03-29 22:21:14+00:00,6.23906833,-75.60297667,1548.0,2023,3,29,2.0,11.68,2782.986,11446.019999999997,5.84
2023-03-29 22:21:16+00:00,6.23906333,-75.60308333,1547.8,2023,3,29,2.0,11.8,2784.986,11457.819999999996,5.9
2023-03-29 22:21:18+00:00,6.23902333,-75.603175,1548.2,2023,3,29,2.0,11.07,2786.986,11468.889999999996,5.535
2023-03-29 22:21:20+00:00,6.238965,-75.60325167,1548.4,2023,3,29,2.0,10.67,2788.986,11479.559999999996,5.335
2023-03-29 22:21:22+00:00,6.23889,-75.60331333,1548.8,2023,3,29,2.0,10.77,2790.986,11490.329999999996,5.385
2023-03-29 22:21:24+00:00,6.23877833,-75.60334,1548.8,2023,3,29,2.0,12.76,2792.986,11503.089999999997,6.38
2023-03-29 22:21:26+00:00,6.23864,-75.60330167,1549.7,2023,3,29,2.0,15.95,2794.986,11519.039999999997,7.975
2023-03-29 22:21:28+00:00,6.2385,-75.603215,1549.8,2023,3,29,2.0,18.28,2796.986,11537.319999999998,9.14
2023-03-29 22:21:30+00:00,6.23835,-75.60314833,1548.9,2023,3,29,2.0,18.23,2798.986,11555.549999999997,9.115
2023-03-29 22:21:32+00:00,6.238225,-75.60312833,1548.4,2023,3,29,2.0,14.07,2800.986,11569.619999999997,7.035
2023-03-29 22:21:34+00:00,6.23812667,-75.603125,1546.8,2023,3,29,2.0,10.94,2802.986,11580.559999999998,5.47
2023-03-29 22:21:36+00:00,6.23801833,-75.60312333,1546.2,2023,3,29,2.0,12.05,2804.986,11592.609999999997,6.025
2023-03-29 22:21:38+00:00,6.23792,-75.603125,1545.7,2023,3,29,2.0,10.94,2806.986,11603.549999999997,5.47
2023-03-29 22:21:41+00:00,6.23778333,-75.60313,1545.4,2023,3,29,3.0,15.21,2809.986,11618.759999999997,5.07
2023-03-29 22:21:43+00:00,6.23768833,-75.60313167,1545.8,2023,3,29,2.0,10.57,2811.986,11629.329999999996,5.285
2023-03-29 22:21:45+00:00,6.23756667,-75.60313333,1546.2,2023,3,29,2.0,13.53,2813.986,11642.859999999997,6.765
2023-03-29 22:21:47+00:00,6.23744833,-75.60312833,1546.7,2023,3,29,2.0,13.17,2815.986,11656.029999999997,6.585
2023-03-29 22:21:49+00:00,6.237355,-75.60312833,1546.4,2023,3,29,2.0,10.38,2817.986,11666.409999999996,5.19
2023-03-29 22:22:16+00:00,6.23725333,-75.60311833,1550.2,2023,3,29,27.0,11.36,2844.986,11677.769999999997,0.4207407407407407
2023-03-29 22:22:24+00:00,6.23716333,-75.603105,1551.1,2023,3,29,8.0,10.12,2852.986,11687.889999999998,1.265
2023-03-29 22:23:08+00:00,6.23708667,-75.60305167,1545.6,2023,3,29,44.0,10.36,2896.986,11698.249999999998,0.23545454545454544
2023-03-29 22:23:58+00:00,6.23698,-75.603005,1546.4,2023,3,29,50.0,12.93,2946.986,11711.179999999998,0.2586
2023-03-29 22:24:05+00:00,6.23688333,-75.60300333,1547.2,2023,3,29,7.0,10.75,2953.986,11721.929999999998,1.5357142857142858
2023-03-29 22:24:12+00:00,6.23679833,-75.602955,1546.9,2023,3,29,7.0,10.86,2960.986,11732.789999999999,1.5514285714285714
2023-03-29 22:24:18+00:00,6.23671833,-75.60290333,1547.1,2023,3,29,6.0,10.57,2966.986,11743.359999999999,1.7616666666666667
2023-03-29 22:24:41+00:00,6.23665167,-75.60282167,1547.3,2023,3,29,23.0,11.68,2989.986,11755.039999999999,0.5078260869565218
2023-03-29 22:25:15+00:00,6.23656167,-75.60276833,1549.2,2023,3,29,34.0,11.62,3023.986,11766.66,0.3417647058823529
2023-03-29 22:25:18+00:00,6.23647667,-75.60271667,1548.8,2023,3,29,3.0,11.04,3026.986,11777.7,3.6799999999999997
2023-03-29 22:25:22+00:00,6.23638333,-75.60266167,1548.3,2023,3,29,4.0,12.03,3030.986,11789.730000000001,3.0075
2023-03-29 22:25:26+00:00,6.23629833,-75.602605,1547.3,2023,3,29,4.0,11.34,3034.986,11801.070000000002,2.835
2023-03-29 22:25:30+00:00,6.23621167,-75.60256,1546.1,2023,3,29,4.0,10.84,3038.986,11811.910000000002,2.71
2023-03-29 22:25:34+00:00,6.236115,-75.60251,1544.5,2023,3,29,4.0,12.09,3042.986,11824.000000000002,3.0225
2023-03-29 22:25:39+00:00,6.236035,-75.60246667,1542.7,2023,3,29,5.0,10.1,3047.986,11834.100000000002,2.02
2023-03-29 22:26:02+00:00,6.23595667,-75.60240833,1540.6,2023,3,29,23.0,10.84,3070.986,11844.940000000002,0.47130434782608693
2023-03-29 22:26:28+00:00,6.23587833,-75.60236167,1547.0,2023,3,29,26.0,10.12,3096.986,11855.060000000003,0.3892307692307692
2023-03-29 22:26:34+00:00,6.23578833,-75.60235167,1546.0,2023,3,29,6.0,10.07,3102.986,11865.130000000003,1.6783333333333335
2023-03-29 22:27:00+00:00,6.23568333,-75.60235833,1548.6,2023,3,29,26.0,11.7,3128.986,11876.830000000004,0.44999999999999996
2023-03-29 22:28:00+00:00,6.23558333,-75.60230833,1549.0,2023,3,29,0.0,12.42,3128.986,11889.250000000004,0.0
2023-03-29 22:28:07+00:00,6.23551167,-75.602375,1550.1,2023,3,29,7.0,10.85,3135.986,11900.100000000004,1.55
2023-03-29 22:28:11+00:00,6.23549667,-75.6025,1551.3,2023,3,29,4.0,13.92,3139.986,11914.020000000004,3.48
2023-03-29 22:28:14+00:00,6.23548833,-75.602605,1551.8,2023,3,29,3.0,11.64,3142.986,11925.660000000003,3.8800000000000003
2023-03-29 22:28:26+00:00,6.235475,-75.602705,1553.9,2023,3,29,12.0,11.15,3154.986,11936.810000000003,0.9291666666666667
2023-03-29 22:28:34+00:00,6.235395,-75.60279667,1556.6,2023,3,29,8.0,13.48,3162.986,11950.290000000003,1.685
2023-03-29 22:28:36+00:00,6.235275,-75.602805,1556.8,2023,3,29,2.0,13.38,3164.986,11963.670000000002,6.69
2023-03-29 22:28:38+00:00,6.23511167,-75.60280167,1556.7,2023,3,29,2.0,18.17,3166.986,11981.840000000002,9.085
2023-03-29 22:28:40+00:00,6.23494,-75.602795,1556.4,2023,3,29,2.0,19.1,3168.986,12000.940000000002,9.55
2023-03-29 22:28:41+00:00,6.23484667,-75.60279167,1556.3,2023,3,29,1.0,10.38,3169.986,12011.320000000002,10.38
2023-03-29 22:28:42+00:00,6.23475333,-75.60278167,1556.6,2023,3,29,1.0,10.44,3170.986,12021.760000000002,10.44
2023-03-29 22:28:44+00:00,6.2346,-75.60277833,1557.0,2023,3,29,2.0,17.05,3172.986,12038.810000000001,8.525
2023-03-29 22:28:46+00:00,6.23449,-75.60277333,1557.4,2023,3,29,2.0,12.24,3174.986,12051.050000000001,6.12
2023-03-29 22:28:48+00:00,6.23439833,-75.60278,1556.6,2023,3,29,2.0,10.22,3176.986,12061.27,5.11
2023-03-29 22:28:52+00:00,6.23430667,-75.60282,1557.1,2023,3,29,4.0,11.11,3180.986,12072.380000000001,2.7775
2023-03-29 22:28:57+00:00,6.23422833,-75.60287,1557.1,2023,3,29,5.0,10.32,3185.986,12082.7,2.064
2023-03-29 22:29:00+00:00,6.23420167,-75.60298833,1557.1,2023,3,29,3.0,13.41,3188.986,12096.11,4.47
2023-03-29 22:29:02+00:00,6.23419333,-75.60308333,1559.8,2023,3,29,2.0,10.54,3190.986,12106.650000000001,5.27
2023-03-29 22:29:04+00:00,6.234185,-75.60319667,1561.9,2023,3,29,2.0,12.56,3192.986,12119.210000000001,6.28
2023-03-29 22:29:06+00:00,6.23417167,-75.60331667,1560.8,2023,3,29,2.0,13.35,3194.986,12132.560000000001,6.675
2023-03-29 22:29:08+00:00,6.234185,-75.60341667,1560.0,2023,3,29,2.0,11.15,3196.986,12143.710000000001,5.575
2023-03-29 22:29:10+00:00,6.23420333,-75.60353833,1558.4,2023,3,29,2.0,13.6,3198.986,12157.310000000001,6.8
2023-03-29 22:29:12+00:00,6.23422333,-75.60366333,1556.7,2023,3,29,2.0,14.0,3200.986,12171.310000000001,7.0
2023-03-29 22:29:14+00:00,6.23425667,-75.603775,1555.5,2023,3,29,2.0,12.89,3202.986,12184.2,6.445
2023-03-29 22:29:16+00:00,6.23428333,-75.60386667,1555.3,2023,3,29,2.0,10.56,3204.986,12194.76,5.28
2023-03-29 22:29:18+00:00,6.23431333,-75.60397,1554.6,2023,3,29,2.0,11.9,3206.986,12206.66,5.95
2023-03-29 22:29:20+00:00,6.234335,-75.60408,1555.1,2023,3,29,2.0,12.4,3208.986,12219.06,6.2
2023-03-29 22:29:22+00:00,6.23435,-75.60419333,1555.7,2023,3,29,2.0,12.64,3210.986,12231.699999999999,6.32
2023-03-29 22:29:24+00:00,6.23438333,-75.60431,1555.8,2023,3,29,2.0,13.42,3212.986,12245.119999999999,6.71
2023-03-29 22:29:26+00:00,6.23441333,-75.60443833,1556.6,2023,3,29,2.0,14.57,3214.986,12259.689999999999,7.285
2023-03-29 22:29:28+00:00,6.23444,-75.60456,1557.2,2023,3,29,2.0,13.77,3216.986,12273.46,6.885
2023-03-29 22:29:30+00:00,6.23445833,-75.60465167,1557.2,2023,3,29,2.0,10.34,3218.986,12283.8,5.17
2023-03-29 22:29:33+00:00,6.23448,-75.60474833,1556.4,2023,3,29,3.0,10.95,3221.986,12294.75,3.65
2023-03-29 22:29:37+00:00,6.23450333,-75.60483667,1555.8,2023,3,29,4.0,10.1,3225.986,12304.85,2.525
2023-03-29 22:29:47+00:00,6.23454833,-75.604995,1556.5,2023,3,29,10.0,18.2,3235.986,12323.050000000001,1.8199999999999998
2023-03-29 22:29:53+00:00,6.23456667,-75.605105,1557.9,2023,3,29,6.0,12.33,3241.986,12335.380000000001,2.055
2023-03-29 22:29:56+00:00,6.23456667,-75.60521833,1557.5,2023,3,29,3.0,12.53,3244.986,12347.910000000002,4.176666666666667
2023-03-29 22:29:59+00:00,6.23454667,-75.605315,1558.4,2023,3,29,3.0,10.91,3247.986,12358.820000000002,3.6366666666666667
2023-03-29 22:30:05+00:00,6.23453333,-75.60540667,1561.2,2023,3,29,6.0,10.24,3253.986,12369.060000000001,1.7066666666666668
2023-03-29 22:30:52+00:00,6.23446833,-75.60534333,1564.2,2023,3,29,47.0,10.06,3300.986,12379.12,0.21404255319148938
2023-03-29 22:31:10+00:00,6.23452833,-75.60543167,1569.4,2023,3,29,18.0,11.83,3318.986,12390.95,0.6572222222222223
2023-03-29 22:31:14+00:00,6.23449167,-75.60553667,1575.1,2023,3,29,4.0,12.3,3322.986,12403.25,3.075
2023-03-29 22:32:43+00:00,6.23441333,-75.60561333,1573.2,2023,3,29,29.0,12.15,3351.986,12415.4,0.4189655172413793
2023-03-29 22:32:47+00:00,6.23434833,-75.60570167,1575.3,2023,3,29,4.0,12.15,3355.986,12427.55,3.0375
2023-03-29 22:32:53+00:00,6.23428167,-75.60577167,1575.4,2023,3,29,6.0,10.72,3361.986,12438.269999999999,1.7866666666666668
2023-03-29 22:34:05+00:00,6.23424833,-75.60591667,1572.2,2023,3,29,12.0,16.45,3373.986,12454.72,1.3708333333333333
2023-03-29 22:34:13+00:00,6.23418667,-75.60600333,1573.6,2023,3,29,8.0,11.78,3381.986,12466.5,1.4725
2023-03-29 22:34:19+00:00,6.23413167,-75.60609333,1575.4,2023,3,29,6.0,11.68,3387.986,12478.18,1.9466666666666665
2023-03-29 22:35:20+00:00,6.23405333,-75.606155,1568.8,2023,3,29,1.0,11.06,3388.986,12489.24,11.06
2023-03-29 22:35:45+00:00,6.23392667,-75.60620167,1564.4,2023,3,29,25.0,15.0,3413.986,12504.24,0.6
2023-03-29 22:35:48+00:00,6.23383,-75.60623833,1563.3,2023,3,29,3.0,11.49,3416.986,12515.73,3.83
2023-03-29 22:35:51+00:00,6.23372667,-75.60629,1561.5,2023,3,29,3.0,12.83,3419.986,12528.56,4.276666666666666
2023-03-29 22:35:53+00:00,6.23362667,-75.60632,1559.0,2023,3,29,2.0,11.6,3421.986,12540.16,5.8
2023-03-29 22:35:55+00:00,6.23352833,-75.60630667,1558.3,2023,3,29,2.0,11.03,3423.986,12551.19,5.515
2023-03-29 22:35:57+00:00,6.23339667,-75.606275,1558.4,2023,3,29,2.0,15.05,3425.986,12566.24,7.525
2023-03-29 22:35:59+00:00,6.233265,-75.60625667,1561.0,2023,3,29,2.0,14.78,3427.986,12581.02,7.39
2023-03-29 22:36:01+00:00,6.23314167,-75.606235,1561.4,2023,3,29,2.0,13.92,3429.986,12594.94,6.96
2023-03-29 22:36:03+00:00,6.23305,-75.60621333,1563.0,2023,3,29,2.0,10.47,3431.986,12605.41,5.235
2023-03-29 22:36:07+00:00,6.23296,-75.60618667,1564.2,2023,3,29,4.0,10.43,3435.986,12615.84,2.6075
2023-03-29 22:36:42+00:00,6.23283333,-75.60615333,1563.6,2023,3,29,35.0,14.56,3470.986,12630.4,0.41600000000000004
2023-03-29 22:36:55+00:00,6.23272667,-75.606135,1565.5,2023,3,29,13.0,12.03,3483.986,12642.43,0.9253846153846154
2023-03-29 22:36:58+00:00,6.23259333,-75.606115,1566.0,2023,3,29,3.0,14.99,3486.986,12657.42,4.996666666666667
2023-03-29 22:37:00+00:00,6.23246667,-75.60609167,1566.1,2023,3,29,2.0,14.32,3488.986,12671.74,7.16
2023-03-29 22:37:02+00:00,6.23233167,-75.606075,1566.5,2023,3,29,2.0,15.12,3490.986,12686.86,7.56
2023-03-29 22:37:04+00:00,6.23221,-75.60606167,1563.6,2023,3,29,2.0,13.61,3492.986,12700.470000000001,6.805
2023-03-29 22:37:06+00:00,6.23210333,-75.60604667,1563.8,2023,3,29,2.0,11.98,3494.986,12712.45,5.99
2023-03-29 22:37:10+00:00,6.23198833,-75.60605,1564.6,2023,3,29,4.0,12.79,3498.986,12725.240000000002,3.1975
2023-03-29 22:37:13+00:00,6.23195,-75.606135,1564.7,2023,3,29,3.0,10.32,3501.986,12735.560000000001,3.44
2023-03-29 22:37:15+00:00,6.23193833,-75.60624,1564.7,2023,3,29,2.0,11.68,3503.986,12747.240000000002,5.84
2023-03-29 22:37:17+00:00,6.231935,-75.60636,1565.1,2023,3,29,2.0,13.27,3505.986,12760.510000000002,6.635
2023-03-29 22:37:19+00:00,6.231945,-75.60648333,1566.3,2023,3,29,2.0,13.68,3507.986,12774.190000000002,6.84
2023-03-29 22:37:21+00:00,6.23193833,-75.60661167,1567.4,2023,3,29,2.0,14.21,3509.986,12788.400000000001,7.105
2023-03-29 22:37:23+00:00,6.23193667,-75.60674333,1568.3,2023,3,29,2.0,14.55,3511.986,12802.95,7.275
2023-03-29 22:37:25+00:00,6.23193833,-75.606865,1568.8,2023,3,29,2.0,13.45,3513.986,12816.400000000001,6.725
2023-03-29 22:37:27+00:00,6.23194333,-75.60699667,1569.4,2023,3,29,2.0,14.57,3515.986,12830.970000000001,7.285
2023-03-29 22:37:29+00:00,6.23194,-75.607115,1569.9,2023,3,29,2.0,13.09,3517.986,12844.060000000001,6.545
2023-03-29 22:37:31+00:00,6.23192833,-75.60721167,1571.1,2023,3,29,2.0,10.76,3519.986,12854.820000000002,5.38
2023-03-29 22:37:34+00:00,6.23191167,-75.607325,1573.0,2023,3,29,3.0,12.66,3522.986,12867.480000000001,4.22
2023-03-29 22:37:38+00:00,6.23189167,-75.60742167,1574.0,2023,3,29,4.0,10.91,3526.986,12878.390000000001,2.7275
2023-03-29 22:37:43+00:00,6.231865,-75.60753,1574.5,2023,3,29,5.0,12.34,3531.986,12890.730000000001,2.468
2023-03-29 22:37:47+00:00,6.23177167,-75.60756667,1572.5,2023,3,29,4.0,11.14,3535.986,12901.87,2.785
2023-03-29 22:37:51+00:00,6.23167833,-75.60756,1571.5,2023,3,29,4.0,10.41,3539.986,12912.28,2.6025
2023-03-29 22:39:52+00:00,6.23164333,-75.60756167,1572.4,2023,3,29,1.0,3.9,3540.986,12916.18,3.9
2023-03-29 22:40:29+00:00,6.23175,-75.60759,1574.4,2023,3,29,37.0,12.27,3577.986,12928.45,0.3316216216216216
2023-03-29 22:40:37+00:00,6.23185167,-75.60758167,1569.9,2023,3,29,8.0,11.34,3585.986,12939.79,1.4175
2023-03-29 22:40:40+00:00,6.23194333,-75.60759,1570.3,2023,3,29,3.0,10.23,3588.986,12950.02,3.41
2023-03-29 22:40:43+00:00,6.23205667,-75.6076,1571.1,2023,3,29,3.0,12.65,3591.986,12962.67,4.216666666666667
2023-03-29 22:40:50+00:00,6.23215,-75.607595,1573.9,2023,3,29,7.0,10.39,3598.986,12973.06,1.4842857142857144
2023-03-29 22:40:58+00:00,6.23225,-75.60758833,1575.8,2023,3,29,8.0,11.14,3606.986,12984.199999999999,1.3925
2023-03-29 22:41:01+00:00,6.23237833,-75.60760167,1576.3,2023,3,29,3.0,14.35,3609.986,12998.55,4.783333333333333
2023-03-29 22:41:04+00:00,6.23247,-75.60760833,1576.0,2023,3,29,3.0,10.22,3612.986,13008.769999999999,3.4066666666666667
2023-03-29 22:41:09+00:00,6.23254333,-75.60754333,1575.6,2023,3,29,5.0,10.87,3617.986,13019.64,2.174
2023-03-29 22:41:12+00:00,6.23256833,-75.60739833,1575.0,2023,3,29,3.0,16.27,3620.986,13035.91,5.423333333333333
2023-03-29 22:41:14+00:00,6.23259333,-75.60725833,1574.4,2023,3,29,2.0,15.72,3622.986,13051.63,7.86
2023-03-29 22:41:16+00:00,6.23261833,-75.60712667,1573.8,2023,3,29,2.0,14.82,3624.986,13066.449999999999,7.41
2023-03-29 22:41:18+00:00,6.23263333,-75.607015,1573.3,2023,3,29,2.0,12.46,3626.986,13078.909999999998,6.23
2023-03-29 22:41:20+00:00,6.23265667,-75.60691667,1571.9,2023,3,29,2.0,11.17,3628.986,13090.079999999998,5.585
2023-03-29 22:41:22+00:00,6.23267333,-75.60682333,1572.4,2023,3,29,2.0,10.48,3630.986,13100.559999999998,5.24
2023-03-29 22:41:24+00:00,6.23267333,-75.60672167,1574.9,2023,3,29,2.0,11.24,3632.986,13111.799999999997,5.62
2023-03-29 22:41:26+00:00,6.232675,-75.60662,1574.6,2023,3,29,2.0,11.24,3634.986,13123.039999999997,5.62
2023-03-29 22:41:28+00:00,6.23267833,-75.60652833,1574.4,2023,3,29,2.0,10.14,3636.986,13133.179999999997,5.07
2023-03-29 22:41:31+00:00,6.23266833,-75.60640833,1574.0,2023,3,29,3.0,13.31,3639.986,13146.489999999996,4.4366666666666665
2023-03-29 22:42:00+00:00,6.23266333,-75.60622333,1579.4,2023,3,29,29.0,20.46,3668.986,13166.949999999995,0.7055172413793104
2023-03-29 22:42:05+00:00,6.2326,-75.60613667,1576.8,2023,3,29,5.0,11.89,3673.986,13178.839999999995,2.378
2023-03-29 22:42:07+00:00,6.23250167,-75.60612,1572.5,2023,3,29,2.0,11.09,3675.986,13189.929999999995,5.545
2023-03-29 22:42:09+00:00,6.23238667,-75.606105,1569.1,2023,3,29,2.0,12.89,3677.986,13202.819999999994,6.445
2023-03-29 22:42:11+00:00,6.23227833,-75.60609333,1567.8,2023,3,29,2.0,12.12,3679.986,13214.939999999995,6.06
2023-03-29 22:42:14+00:00,6.23215833,-75.606065,1565.5,2023,3,29,3.0,13.71,3682.986,13228.649999999994,4.57
2023-03-29 22:42:19+00:00,6.23207,-75.60603833,1563.3,2023,3,29,5.0,10.25,3687.986,13238.899999999994,2.05
2023-03-29 22:43:19+00:00,6.231985,-75.60599667,1564.8,2023,3,29,0.0,10.51,3687.986,13249.409999999994,0.0
2023-03-29 22:43:22+00:00,6.231855,-75.60595667,1565.4,2023,3,29,3.0,15.12,3690.986,13264.529999999995,5.04
2023-03-29 22:43:24+00:00,6.23174667,-75.60593167,1565.5,2023,3,29,2.0,12.36,3692.986,13276.889999999996,6.18
2023-03-29 22:43:26+00:00,6.23163667,-75.60590333,1565.4,2023,3,29,2.0,12.63,3694.986,13289.519999999995,6.315
2023-03-29 22:43:28+00:00,6.23153333,-75.60588333,1564.4,2023,3,29,2.0,11.7,3696.986,13301.219999999996,5.85
2023-03-29 22:43:31+00:00,6.23142333,-75.60586,1565.1,2023,3,29,3.0,12.5,3699.986,13313.719999999996,4.166666666666667
2023-03-29 22:43:35+00:00,6.231325,-75.60583833,1565.0,2023,3,29,4.0,11.19,3703.986,13324.909999999996,2.7975
